"logFC"	"logCPM"	"PValue"	"FDR"
"AB_025230_T.1"	6.49499667872124	1.26497015508221	0.00138160895210593	0.363441643423532
"AB_037360_T.1"	2.56829142695401	-0.273133275552464	0.00138537331470323	0.363441643423532
"AB_030682_T.1"	-4.29055737337857	-0.361002435730165	0.00138804992927396	0.363441643423532
"AB_038608_T.1"	2.99931190696451	1.59192589369784	0.00139186714855957	0.363441643423532
"AB_002094_T.1"	1.48260689163496	2.71767889856962	0.00144638467265667	0.371672999128431
"AB_011310_T.1"	0.984270718568463	3.97418785646135	0.00145480633331416	0.371672999128431
"AB_036516_T.1"	3.13814762305604	1.04436349392766	0.00145722200421021	0.371672999128431
"AB_037020_T.1"	-0.838224627311523	6.56704688656578	0.00147789434572577	0.371672999128431
"AB_040198_T.1"	-1.80732093329856	1.27152150763124	0.00148109822139687	0.371672999128431
"AB_034945_T.1"	1.66046072979161	0.206766648972383	0.00149013974578125	0.371672999128431
"AB_003689_T.1"	1.17080143761638	7.53969781156475	0.00149258325226438	0.371672999128431
"AB_030297_T.1"	1.91112067419297	0.131415883116149	0.00152688258346369	0.377712579084331
"AB_008969_T.1"	-0.74687268335852	4.99234861543822	0.00156019749824424	0.383431281905109
"AB_013124_T.1"	1.38705569139259	4.64596048729843	0.00158274686502056	0.386447174491155
"AB_037950_T.1"	-1.86627892967034	1.23146552985129	0.00159580784844001	0.387122392962535
"AB_042595_T.1"	-3.24577603471326	1.27282213691566	0.00162577529782563	0.3918639549586
"AB_025657_T.1"	-2.72063591244419	-0.325144763745178	0.00168699456056716	0.403389881788343
"AB_021440_T.1"	-1.94742805471007	1.0466732525941	0.00169505069871967	0.403389881788343
"AB_045329_T.1"	-2.94711371860222	0.632093588618217	0.00177297250767026	0.419280121137796
"AB_027616_T.1"	2.38312340376097	0.511188396544276	0.00179375828811818	0.419307488625256
"AB_045322_T.1"	-1.14892078091472	5.34720016007113	0.00180228091987835	0.419307488625256
"AB_045108_T.1"	-1.19766846687984	3.26618694717194	0.00181109587299935	0.419307488625256
"AB_040347_T.1"	1.70357129973023	2.74873973782307	0.00181769422743855	0.419307488625256
"AB_030743_T.1"	3.2608694741407	1.22554147757186	0.00183098652397974	0.419798318830257
"AB_031164_T.1"	3.33189104931095	-2.41279734890991	0.00186619876702294	0.425278423265633
"AB_006315_T.1"	-0.967816089995764	6.6882660572414	0.00189894103353115	0.42955901733412
"AB_045613_T.1"	1.08089931802834	4.77081578299251	0.0019078310655248	0.42955901733412
"AB_030668_T.1"	-5.04073097921207	0.460261989102466	0.00196698821791437	0.438073390644733
"AB_000934_T.1"	3.36806884077572	0.486957924232252	0.00197971189569442	0.438073390644733
"AB_042975_T.1"	-1.44872705376263	4.82157514024543	0.00198059829285403	0.438073390644733
"AB_038385_T.1"	2.43178366493524	1.09731200549463	0.00199868501263072	0.439488626666243
"AB_026979_T.1"	2.7658047525868	2.42858632380272	0.00201573550900766	0.440660877175564
"AB_019683_T.1"	-2.96720278650367	0.809681103215735	0.00206554977142726	0.448940676042986
"AB_022737_T.1"	-0.731204848735183	8.38990496499668	0.00208116736996745	0.449735484357161
"AB_036463_T.1"	2.87961151277314	-2.4118833884778	0.00221438575985116	0.473864088269969
"AB_030731_T.1"	-0.846577369483087	3.97388729983269	0.00222500132868162	0.473864088269969
"AB_024857_T.1"	2.78645233542522	-0.1085836848229	0.00223757447210387	0.473864088269969
"AB_016563_T.1"	1.16832464202584	4.00082832673388	0.00225305874169908	0.473864088269969
"AB_030518_T.1"	3.04129170463981	-0.608787038458312	0.00225583553097855	0.473864088269969
"AB_034356_T.1"	1.17326119592545	3.10834331083092	0.00227160933327715	0.474526569669744
"AB_009940_T.1"	1.40575122638078	3.63965709296492	0.00229738870484334	0.475364080512669
"AB_044915_T.1"	-2.57163611421143	-0.697362590191803	0.00230090323803372	0.475364080512669
"AB_032990_T.1"	2.63474677568815	-0.311869977363834	0.00232472915625619	0.475800042794022
"AB_036137_T.1"	1.0731957179798	8.28962226896342	0.00232832126470307	0.475800042794022
"AB_010241_T.1"	-0.797082307786552	5.8680141319236	0.00236778645769931	0.481249397815955
"AB_022002_T.1"	3.36395340491333	-0.595927280566421	0.00240947764601993	0.486489302152939
"AB_031738_T.1"	-3.3000790555612	1.51657472358477	0.00243164709749267	0.486489302152939
"AB_004069_T.1"	5.01623776282904	-2.74371251680537	0.00243238181975885	0.486489302152939
"AB_026097_T.1"	-0.839985555569689	5.82455173192898	0.0024778316252136	0.492924002618132
"AB_026015_T.1"	1.44182065580168	2.72602479065806	0.0024907731309658	0.492924002618132
"AB_034732_T.1"	4.77432871401676	-2.87254533512998	0.00251562663441845	0.495236005658472
"AB_037120_T.1"	-3.7275843918276	4.50111000053171	0.00256862378431655	0.501864652433339
"AB_011996_T.1"	3.00209808830981	5.81114605013457	0.00257599207254154	0.501864652433339
"AB_016217_T.1"	-1.07626989591932	4.52165248202251	0.00260542154022438	0.503272690373638
"AB_044533_T.1"	4.20433670324459	-0.790327568425207	0.00260998842112868	0.503272690373638
"AB_020569_T.1"	4.10864621946589	0.0380031652057233	0.00263447995687491	0.50540347376762
"AB_031446_T.1"	-2.28348186747544	2.02937558950272	0.00272200798744498	0.51489485660549
"AB_044035_T.1"	2.98817695913561	-1.37998687903927	0.00272839717570179	0.51489485660549
"AB_003720_T.1"	5.43171871768052	-2.49382481666023	0.00273894674712205	0.51489485660549
"AB_018942_T.1"	-3.40507851937476	-2.53666064918931	0.00274942419107857	0.51489485660549
"AB_028564_T.1"	-1.22464100285121	1.46440858121776	0.00275242323815067	0.51489485660549
"AB_011881_T.1"	1.74393143663762	1.77723989625403	0.00277237064911128	0.516058954342739
"AB_023044_T.1"	1.25580325667447	3.39427052944916	0.00280465136593049	0.519496039459864
"AB_029224_T.1"	2.05539496457249	-0.343392893422526	0.00288266574158138	0.529869996073466
"AB_032767_T.1"	1.25807208116512	3.4188409661721	0.00289990390694081	0.529869996073466
"AB_026944_T.1"	-0.759626779192579	7.98328463236818	0.0029029339430104	0.529869996073466
"AB_025097_T.1"	4.60284595560183	-2.96646269293428	0.00292952856306586	0.53118552453017
"AB_034156_T.1"	1.49341617461082	0.400095641947274	0.00294614010370811	0.53118552453017
"AB_040268_T.1"	4.41117811733345	-1.03368529309199	0.00295252186449311	0.53118552453017
"AB_026245_T.1"	2.2865474111395	-1.56213237342738	0.00302100928031751	0.540918904520089
"AB_001159_T.1"	-3.13803097690112	-2.19024408395804	0.00307364465069144	0.547735130382222
"AB_043616_T.1"	2.84315847402058	-0.329123632602568	0.0031370267704641	0.556393130170851
"AB_020301_T.1"	-1.54539870623496	5.63779274840962	0.00316717518288992	0.55664658118821
"AB_038473_T.1"	1.45092527574307	3.76555999175877	0.00316806383804359	0.55664658118821
"AB_027627_T.1"	2.13882418031386	-1.01351309125552	0.00324110792719525	0.566832089164971
"AB_044267_T.1"	-2.99685795164344	-0.908469962534894	0.00333019364687998	0.576687082373524
"AB_027970_T.1"	1.22843804920398	1.92506202360596	0.00333352316394535	0.576687082373524
"AB_039707_T.1"	-1.39318967874709	2.71006900575533	0.00334496896640838	0.576687082373524
"AB_032511_T.1"	-0.738044526418084	6.37333535540868	0.00336510720728144	0.576687082373524
"AB_031976_T.1"	-3.12971259159344	-2.41509756899667	0.00337414319093043	0.576687082373524
"AB_038741_T.1"	-4.05379020976201	2.15788842917541	0.00339807571417982	0.578149524565047
"AB_020597_T.1"	3.01426882688463	-1.61730412512891	0.00341876956734514	0.579050245503354
"AB_001239_T.1"	1.99105468139549	0.742696529974136	0.00352772325146455	0.594824762234613
"AB_025114_T.1"	-2.71288482865079	0.214020412054786	0.00357322389975715	0.597968757863876
"AB_028659_T.1"	3.82482201861807	-0.507946329868376	0.00357817532829904	0.597968757863876
"AB_025368_T.1"	2.27185884132545	1.59365959257119	0.00364183042699864	0.605913565865379
"AB_023752_T.1"	3.30857644985835	1.80642297370949	0.00368535115877973	0.610453255159809
"AB_035392_T.1"	-1.73480206474153	0.938228702884079	0.00372156301082583	0.61374776653536
"AB_007306_T.1"	-0.769906880209783	4.26625487035236	0.00374923252946285	0.614278718194274
"AB_013674_T.1"	1.49012829608173	2.98916608901393	0.00375754360216088	0.614278718194274
"AB_025326_T.1"	3.1258145897514	-1.56229073353686	0.00378797546141424	0.614278718194274
"AB_030762_T.1"	-1.63200620392542	2.58799302024834	0.00379012958753947	0.614278718194274
"AB_023087_T.1"	-2.08128085064521	8.66469132996452	0.00388686800458309	0.625226150370901
"AB_011309_T.1"	0.928279125653534	3.35732438036155	0.00389093160253161	0.625226150370901
"AB_020743_T.1"	-1.39506705504045	2.18224364891685	0.00392003836397305	0.627222819250003
"AB_024513_T.1"	-1.43262784885272	2.02507737712546	0.00399798294644025	0.634642403814051
"AB_045662_T.1"	-1.70657209429176	1.91114810039633	0.00400016621110955	0.634642403814051
"AB_025416_T.1"	-0.949840535569833	3.56681208569572	0.00403348638660782	0.637240006818658
"AB_006572_T.1"	3.37273158341188	-1.77196849467151	0.00409306934400344	0.643603065637347
"AB_026472_T.1"	5.12758950732518	-2.74625860921104	0.00411553750083739	0.643603065637347
"AB_043065_T.1"	4.17986807099504	-1.48154495060778	0.00414962420008558	0.643603065637347
"AB_035578_T.1"	2.90057470005089	-1.19632954311886	0.00415685082694265	0.643603065637347
"AB_017237_T.1"	-2.43078427703391	-1.42238010580757	0.00416661305430752	0.643603065637347
"AB_042044_T.1"	-2.14730333129198	1.45545407491621	0.00417646200940168	0.643603065637347
"AB_032951_T.1"	1.05005921023984	4.69774903549452	0.0042617776801041	0.652490613572109
"AB_024033_T.1"	2.6853879531858	1.54001795138946	0.00426884101323739	0.652490613572109
"AB_013360_T.1"	-1.29217178653066	4.14992750484591	0.00437106921581109	0.661719971294919
"AB_016152_T.1"	2.52720310146459	-1.46757357048749	0.00439388562807494	0.661719971294919
"AB_014136_T.1"	0.732995915670101	5.55383267021581	0.00441900246704909	0.661719971294919
"AB_010320_T.1"	1.28536187510396	1.56898407687876	0.00442187996217871	0.661719971294919
"AB_003071_T.1"	0.984288579932682	2.78065803487663	0.0044429960787619	0.661719971294919
"AB_022042_T.1"	-0.706585185435408	5.37612586957132	0.00444984271402909	0.661719971294919
"AB_025533_T.1"	4.14694035836003	-0.970419024798544	0.00445241224269606	0.661719971294919
"AB_022728_T.1"	4.68801363228743	-2.89522441205103	0.00447409468964992	0.662324544982388
"AB_001091_T.1"	-0.869281790634805	3.91406181775027	0.00452415050576427	0.664565930616007
"AB_035630_T.1"	1.09725120138921	2.77562328579109	0.00452458387377192	0.664565930616007
"AB_011564_T.1"	-0.634457111827985	8.15156411465029	0.00458472369197341	0.670778970980125
"AB_020172_T.1"	1.18941465440584	5.85095764839438	0.0046718651187464	0.680576130549065
"AB_002408_T.1"	-1.35959527513766	1.36406053632487	0.00468788643419611	0.680576130549065
"AB_032502_T.1"	-2.13173672413846	0.0966790527250529	0.00473785724992934	0.684690020766236
"AB_029146_T.1"	-2.30192386921499	0.171231228601045	0.00475264209515671	0.684690020766236
"AB_041518_T.1"	2.94525415073188	-2.05955106748483	0.00479313152264294	0.68788755107976
"AB_026201_T.1"	-1.84859807068382	-0.303065828169827	0.00488329084931694	0.697165100902758
"AB_025465_T.1"	3.63800040615075	-1.6232056406205	0.00489629495343755	0.697165100902758
"AB_024497_T.1"	-2.76294133504503	1.09447631297159	0.00493502137892329	0.697165100902758
"AB_038037_T.1"	3.3884217463191	-0.869915990824747	0.00494073581978143	0.697165100902758
"AB_006509_T.1"	2.99773318189557	1.24038359577193	0.00495491958018524	0.697165100902758
"AB_035785_T.1"	1.42339895811445	1.40631070825535	0.00496902335155818	0.697165100902758
"AB_024657_T.1"	-2.25100605224008	0.110172429000984	0.00499013624603529	0.697524583595439
"AB_042735_T.1"	-3.30438371303934	-2.58173025881672	0.00504457976682212	0.702523125230662
"AB_007871_T.1"	-0.895352294870206	4.09535512449323	0.00511749367411598	0.708588803159052
"AB_033430_T.1"	2.09353482667111	-1.73748501740635	0.00512582522962853	0.708588803159052
"AB_013864_T.1"	-1.41922421878236	0.414025391521601	0.00516575223816816	0.709273146866796
"AB_030847_T.1"	2.96429579804071	-0.467648992618746	0.00516982343270472	0.709273146866796
"AB_029388_T.1"	2.82793396872516	0.542008757141287	0.00519591129140641	0.709273146866796
"AB_010452_T.1"	2.09511606499727	2.54540107380064	0.00522060408807989	0.709273146866796
"AB_022567_T.1"	-1.58082616816872	0.388959081375196	0.00522509139868893	0.709273146866796
"AB_034140_T.1"	-1.37848982200246	0.870424211463394	0.00525029882086409	0.71013124447234
"AB_021358_T.1"	3.5737525858644	-1.23803549341074	0.00528393646910577	0.710190961761124
"AB_045739_T.1"	-2.99410477750742	-1.4120642344897	0.00529822820794232	0.710190961761124
"AB_017941_T.1"	1.0987469596119	4.29432094601292	0.00530740300137964	0.710190961761124
"AB_042200_T.1"	2.98891967056032	-0.80302629205084	0.00536352617001291	0.715155842264736
"AB_021113_T.1"	-1.10265440348209	3.68895022333182	0.00543112794012603	0.72161074797413
"AB_018226_T.1"	5.09866131711414	-2.68740397389614	0.00545827833349182	0.722664519780373
"AB_039381_T.1"	2.03215221202277	1.29535735794938	0.00547999549787361	0.722994072686124
"AB_040571_T.1"	5.03660725193902	-1.2962897422749	0.00553733479814025	0.728004635471579
"AB_021997_T.1"	-1.90012235107809	3.3666407759237	0.00558491670599939	0.731525855043312
"AB_025838_T.1"	2.98209794835185	-2.64391295953063	0.00562991361448617	0.731525855043312
"AB_016903_T.1"	3.02059764815898	1.67820255143977	0.00563362043560386	0.731525855043312
"AB_034891_T.1"	0.955042462858848	3.59073722284638	0.00564193766023671	0.731525855043312
"AB_036079_T.1"	-1.5240043958842	2.88579071644282	0.00567615424859593	0.733433250520466
"AB_007841_T.1"	0.993934664337823	2.09573283585376	0.00579159559663564	0.744173587814944
"AB_037875_T.1"	1.91866347900516	2.10047989089724	0.00581219827618518	0.744173587814944
"AB_026369_T.1"	-1.54233308830637	3.32837419602055	0.00581864936617626	0.744173587814944
"AB_039147_T.1"	1.45584719708136	1.78459804413484	0.0058554679097187	0.746343894485875
"AB_041855_T.1"	4.60499507966426	-2.94798283874591	0.00590554515321169	0.750183794952408
"AB_031662_T.1"	-1.01499236508116	2.45344875856053	0.00603782512414539	0.764404924218824
"AB_040103_T.1"	1.02158754302578	2.81166048752327	0.00618628974396598	0.778952551407066
"AB_026203_T.1"	-2.84651677989562	2.1841031657349	0.00619416539109898	0.778952551407066
"AB_026832_T.1"	-1.99688068227624	1.09142018392158	0.00621780005562398	0.779318332971724
"AB_042800_T.1"	2.9074128233662	-2.08976105532189	0.00625816738035671	0.78177193245446
"AB_020602_T.1"	-2.14349011607688	-0.0918310445944338	0.00632948766110003	0.788063130943783
"AB_034242_T.1"	2.02771225281479	3.99030513219793	0.00639198610880706	0.789751691378652
"AB_028631_T.1"	-1.05366538728743	2.24764485137278	0.00640658160643402	0.789751691378652
